n_goals;win_expectancy;n_goals_probability
5;0.6794792340076924;0
5;0.3205207659923076;0
0;0.4514394469562606;0.36257070932225566
0;0.5485605530437394;0.3170159049042121
1;0.4514394469562608;0.37386583599635925
1;0.5485605530437392;0.37090458632500234
2;0.4514394469562608;0.18783215050615762
2;0.5485605530437392;0.21214559085208548
3;0.4514394469562608;0.06145059736350082
3;0.5485605530437392;0.07886853067474307
4;0.4514394469562608;0.014280706811726452
4;0.5485605530437392;0.02106538724395679
5;0.4514394469562608;0
5;0.5485605530437392;0
0;0.1833749807537528;0.4611717653593874
0;0.8166250192462472;0.15030042804709035
1;0.1833749807537527;0.3659992556817377
1;0.8166250192462473;0.2880410555355607
2;0.1833749807537527;0.1395149452578125
2;0.8166250192462473;0.2751044083075638
3;0.1833749807537528;0.0333140337010622
3;0.8166250192462472;0.17676310356205707
4;0.1833749807537528;0
4;0.8166250192462472;0.08241129583100296
5;0.1833749807537527;0
5;0.8166250192462473;0.027379708716724894
0;0.3638982425540015;0.37057162635804475
0;0.6361017574459985;0.24649571059907072
1;0.3638982425540015;0.37544680925025964
1;0.6361017574459985;0.35120492031402106
2;0.3638982425540014;0.183684987735377
2;0.6361017574459986;0.2443807026804465
3;0.3638982425540014;0.05770575064998856
3;0.6361017574459986;0.11249261260694159
4;0.3638982425540015;0.012590826006330397
4;0.6361017574459985;0.037063098288311676
5;0.3638982425540015;0
5;0.6361017574459985;0.008362955511208789
0;0.10945240477182572;0.5190972689995967
0;0.8905475952281743;0.10284736555137493
1;0.10945240477182572;0.3504044676204005
1;0.8905475952281743;0.2407520292447547
2;0.10945240477182572;0.11137947024353546
2;0.8905475952281743;0.27441567087761587
3;0.10945240477182572;0.019118793136467215
3;0.8905475952281743;0.21235389095280535
4;0.10945240477182583;0
4;0.8905475952281742;0.12011630066174461
5;0.10945240477182572;0
5;0.8905475952281743;0.04951474271170449
0;0.5386814681993428;0.288020319012259
0;0.46131853180065724;0.3232263307212336
1;0.5386814681993428;0.3649327756972447
1;0.46131853180065724;0.37083785132791947
2;0.5386814681993428;0.2276337686397862
2;0.46131853180065713;0.2092698006359084
3;0.5386814681993428;0.09283459769004791
3;0.46131853180065713;0.07688576377857208
4;0.5386814681993428;0.02657853896066239
4;0.4613185318006572;0.019780253536366726
5;0.5386814681993428;0
5;0.4613185318006572;0
0;0.613103190376395;0.24092325330681558
0;0.3868968096236049;0.3411094782284335
1;0.613103190376395;0.35090732378710565
1;0.3868968096236049;0.37383821510632625
2;0.613103190376395;0.25080983625103354
2;0.3868968096236049;0.20074188831475903
3;0.6131031903763952;0.1182418709382901
3;0.38689680962360484;0.06840668722785545
4;0.613103190376395;0.039117715716755486
4;0.3868968096236049;0.015903731122626035
5;0.613103190376395;0
5;0.3868968096236049;0
0;0.7912362018754621;0.17387842815589136
0;0.2087637981245379;0.45573217459299176
1;0.7912362018754621;0.3111135963875365
1;0.20876379812453794;0.365530987335104
2;0.7912362018754621;0.2760606013550607
2;0.20876379812453794;0.143884929317642
3;0.7912362018754621;0.16677642380085733
3;0.20876379812453794;0.03485190875426225
4;0.7912362018754621;0.07217095030065412
4;0.2087637981245379;0
5;0.7912362018754621;0
5;0.20876379812453794;0
0;0.9249033990464449;0.1174200865025028
0;0.07509660095355508;0.6345115885697368
1;0.9249033990464449;0.258796185317984
1;0.07509660095355508;0.296048071965979
2;0.9249033990464449;0.28822077895332376
2;0.07509660095355508;0.06944033946428434
3;0.9249033990464449;0.21496021849389227
3;0.07509660095355507;0
4;0.9249033990464449;0.12060273073229737
4;0.07509660095355507;0
5;0.9249033990464449;0
5;0.0750966009535551;0
0;0.8044984681395184;0.20075348277301241
0;0.19550153186048164;0.5198061668708716
1;0.8044984681395184;0.3294041707525559
1;0.19550153186048164;0.345016903569147
2;0.8044984681395184;0.2663749508406787
2;0.19550153186048164;0.11245544837003207
3;0.8044984681395184;0.14465949003291034
3;0.1955015318604816;0.022721481189949374
4;0.8044984681395184;0.0588079056008427
4;0.1955015318604816;0
5;0.8044984681395184;0
5;0.1955015318604816;0
0;0.7394918941650467;0.19808050810068661
0;0.2605081058349533;0.43599566522155464
1;0.7394918941650467;0.3236562015173653
1;0.2605081058349533;0.3648480876741892
2;0.7394918941650466;0.2700175841782675
2;0.2605081058349534;0.15709624152342158
3;0.7394918941650467;0.14923796376293058
3;0.2605081058349533;0.04206000558083478
4;0.7394918941650467;0.05900774244075027
4;0.2605081058349533;0
5;0.7394918941650468;0
5;0.26050810583495326;0
0;0.8044334619939508;0.16898374414034592
0;0.19556653800604915;0.4740837380471122
1;0.8044334619939508;0.30792684779922996
1;0.19556653800604915;0.35969526459977774
2;0.8044334619939508;0.27802871797284495
2;0.19556653800604915;0.1353522348840645
3;0.8044334619939508;0.16917762898694702
3;0.19556653800604915;0.030868762469045498
4;0.8044334619939508;0.07588306110063205
4;0.19556653800604915;0
5;0.8044334619939508;0
5;0.19556653800604917;0
0;0.6684324680153517;0.2124263512295851
0;0.33156753198464833;0.3646659984989662
1;0.6684324680153517;0.33536886283210854
1;0.3315675319846483;0.37072973184974645
2;0.6684324680153517;0.2621691929314807
2;0.3315675319846483;0.18852159193121992
3;0.6684324680153517;0.13631455074829535
3;0.3315675319846482;0.06325609439067681
4;0.6684324680153517;0.0537210422585301
4;0.3315675319846482;0.012826583329390311
5;0.6684324680153518;0
5;0.33156753198464817;0
0;0.584278231453647;0.26362440890057365
0;0.41572176854635295;0.3395442157225258
1;0.5842782314536471;0.35839900137265857
1;0.4157217685463529;0.37292816701812886
2;0.5842782314536471;0.2399607251994798
2;0.4157217685463529;0.20189290807047403
3;0.5842782314536471;0.1051317726068458
3;0.4157217685463529;0.06906862536155196
4;0.5842782314536472;0.03288409192044245
4;0.41572176854635284;0.016566083827319604
5;0.5842782314536472;0
5;0.41572176854635273;0
0;0.8782547612568553;0.10417771848833227
0;0.12174523874314465;0.4920158787790545
1;0.8782547612568553;0.24936905250198652
1;0.12174523874314465;0.353475122879023
2;0.8782547612568554;0.2880996612946121
2;0.12174523874314463;0.1274720615478076
3;0.8782547612568553;0.22523849054808553
3;0.12174523874314465;0.02703693679411483
4;0.8782547612568553;0.13311507716698356
4;0.12174523874314465;0
5;0.8782547612568553;0
5;0.12174523874314465;0
0;0.8899034789114983;0.10867935303114654
0;0.11009652108850164;0.5325736383392577
1;0.8899034789114983;0.2537469471599582
1;0.11009652108850164;0.3404999506446297
2;0.8899034789114983;0.29038464191529983
2;0.11009652108850164;0.10902988148649351
3;0.8899034789114983;0.22223229026039368
3;0.11009652108850163;0.017896529529619096
4;0.8899034789114983;0.12495676763320172
4;0.11009652108850161;0
5;0.8899034789114983;0
5;0.11009652108850165;0
0;0.869692657195017;0.13569597236351355
0;0.130307342804983;0.5348067135645282
1;0.869692657195017;0.2814912575397208
1;0.130307342804983;0.34048213822601014
2;0.869692657195017;0.2862088963964851
2;0.13030734280498302;0.10769034390159354
3;0.869692657195017;0.19696040122880443
3;0.130307342804983;0.01702080430786809
4;0.869692657195017;0.09964347247147612
4;0.130307342804983;0
5;0.869692657195017;0
5;0.13030734280498302;0
0;0.7305922821656092;0.20705539276141738
0;0.2694077178343907;0.42468362776698093
1;0.7305922821656093;0.3319361786475349
1;0.26940771783439066;0.3708843667764778
2;0.7305922821656093;0.26453067596113344
2;0.26940771783439066;0.16100152221107436
3;0.7305922821656092;0.14209225823043325
3;0.2694077178343907;0.043430483245467146
4;0.7305922821656093;0.054385494399481246
4;0.26940771783439066;0
5;0.7305922821656095;0
5;0.2694077178343906;0
0;0.873252672361911;0.11628556327465157
0;0.1267473276380891;0.5097242330909724
1;0.873252672361911;0.26264448837261267
1;0.12674732763808907;0.3488391369884071
2;0.873252672361911;0.29041278021378436
2;0.1267473276380891;0.12036980100317758
3;0.873252672361911;0.2146028243629099
3;0.1267473276380891;0.021066828917443103
4;0.8732526723619108;0.1160543437760416
4;0.12674732763808913;0
5;0.8732526723619108;0
5;0.12674732763808916;0
0;0.5233857217484984;0.2670563868602897
0;0.4766142782515016;0.28739607521425464
1;0.5233857217484984;0.3602649843586492
1;0.4766142782515016;0.366237298321051
2;0.5233857217484983;0.2391859471349292
2;0.47661427825150166;0.2285796713436156
3;0.5233857217484984;0.10279025627152939
3;0.4766142782515016;0.09210201171443602
4;0.5233857217484984;0.030702425374602754
4;0.4766142782515016;0.025684943406642985
5;0.5233857217484985;0
5;0.47661427825150143;0
